tool	rank	metric	sample	value
Kraken_PlusPF_CAMI_Output.tsv	order	Bray-Curtis distance		1.0
Kraken_PlusPF_CAMI_Output.tsv	family	Bray-Curtis distance		1.0
Kraken_PlusPF_CAMI_Output.tsv	genus	Bray-Curtis distance		1.0
Kraken_PlusPF_CAMI_Output.tsv	species	Bray-Curtis distance		1.0
Kraken_PlusPF_CAMI_Output.tsv	superkingdom	Shannon diversity		0.0
Kraken_PlusPF_CAMI_Output.tsv	superkingdom	Shannon equitability		0.0
Kraken_PlusPF_CAMI_Output.tsv	phylum	Shannon diversity		0.0
Kraken_PlusPF_CAMI_Output.tsv	phylum	Shannon equitability		0.0
Kraken_PlusPF_CAMI_Output.tsv	class	Shannon diversity		0.0
Kraken_PlusPF_CAMI_Output.tsv	class	Shannon equitability		0.0
Kraken_PlusPF_CAMI_Output.tsv	order	Shannon diversity		0.0
Kraken_PlusPF_CAMI_Output.tsv	order	Shannon equitability		0.0
Kraken_PlusPF_CAMI_Output.tsv	family	Shannon diversity		0.0
Kraken_PlusPF_CAMI_Output.tsv	family	Shannon equitability		0.0
Kraken_PlusPF_CAMI_Output.tsv	genus	Shannon diversity		0.0
Kraken_PlusPF_CAMI_Output.tsv	genus	Shannon equitability		0.0
Kraken_PlusPF_CAMI_Output.tsv	species	Shannon diversity		0.0
Kraken_PlusPF_CAMI_Output.tsv	species	Shannon equitability		0.0
Kraken_PlusPF_CAMI_Output.tsv	superkingdom	True positives		1.0
Kraken_PlusPF_CAMI_Output.tsv	superkingdom	False negatives		1.0
Kraken_PlusPF_CAMI_Output.tsv	superkingdom	False positives		0.0
Kraken_PlusPF_CAMI_Output.tsv	superkingdom	Completeness		0.5
Kraken_PlusPF_CAMI_Output.tsv	superkingdom	Purity		1.0
Kraken_PlusPF_CAMI_Output.tsv	superkingdom	F1 score		0.6666666666666666
Kraken_PlusPF_CAMI_Output.tsv	superkingdom	Jaccard index		0.5
Kraken_PlusPF_CAMI_Output.tsv	phylum	True positives		1.0
Kraken_PlusPF_CAMI_Output.tsv	phylum	False negatives		5.0
Kraken_PlusPF_CAMI_Output.tsv	phylum	False positives		0.0
Kraken_PlusPF_CAMI_Output.tsv	phylum	Completeness		0.16666666666666666
Kraken_PlusPF_CAMI_Output.tsv	phylum	Purity		1.0
Kraken_PlusPF_CAMI_Output.tsv	phylum	F1 score		0.2857142857142857
Kraken_PlusPF_CAMI_Output.tsv	phylum	Jaccard index		0.16666666666666666
Kraken_PlusPF_CAMI_Output.tsv	class	True positives		1.0
Kraken_PlusPF_CAMI_Output.tsv	class	False negatives		11.0
Kraken_PlusPF_CAMI_Output.tsv	class	False positives		0.0
Kraken_PlusPF_CAMI_Output.tsv	class	Completeness		0.08333333333333333
Kraken_PlusPF_CAMI_Output.tsv	class	Purity		1.0
Kraken_PlusPF_CAMI_Output.tsv	class	F1 score		0.15384615384615385
Kraken_PlusPF_CAMI_Output.tsv	class	Jaccard index		0.08333333333333333
Kraken_PlusPF_CAMI_Output.tsv	order	True positives		0.0
Kraken_PlusPF_CAMI_Output.tsv	order	False negatives		14.0
Kraken_PlusPF_CAMI_Output.tsv	order	False positives		1.0
Kraken_PlusPF_CAMI_Output.tsv	order	Completeness		0.0
Kraken_PlusPF_CAMI_Output.tsv	order	Purity		0.0
Kraken_PlusPF_CAMI_Output.tsv	order	Jaccard index		0.0
Kraken_PlusPF_CAMI_Output.tsv	family	True positives		0.0
Kraken_PlusPF_CAMI_Output.tsv	family	False negatives		16.0
Kraken_PlusPF_CAMI_Output.tsv	family	False positives		1.0
Kraken_PlusPF_CAMI_Output.tsv	family	Completeness		0.0
Kraken_PlusPF_CAMI_Output.tsv	family	Purity		0.0
Kraken_PlusPF_CAMI_Output.tsv	family	Jaccard index		0.0
Kraken_PlusPF_CAMI_Output.tsv	genus	True positives		0.0
Kraken_PlusPF_CAMI_Output.tsv	genus	False negatives		22.0
Kraken_PlusPF_CAMI_Output.tsv	genus	False positives		1.0
Kraken_PlusPF_CAMI_Output.tsv	genus	Completeness		0.0
Kraken_PlusPF_CAMI_Output.tsv	genus	Purity		0.0
Kraken_PlusPF_CAMI_Output.tsv	genus	Jaccard index		0.0
Kraken_PlusPF_CAMI_Output.tsv	species	True positives		0.0
Kraken_PlusPF_CAMI_Output.tsv	species	False negatives		23.0
Kraken_PlusPF_CAMI_Output.tsv	species	False positives		1.0
Kraken_PlusPF_CAMI_Output.tsv	species	Completeness		0.0
Kraken_PlusPF_CAMI_Output.tsv	species	Purity		0.0
Kraken_PlusPF_CAMI_Output.tsv	species	Jaccard index		0.0
Kraken_PlusPF_CAMI_Output.tsv	strain	True positives		0.0
Kraken_PlusPF_CAMI_Output.tsv	strain	False negatives		60.0
Kraken_PlusPF_CAMI_Output.tsv	strain	False positives		0.0
Kraken_PlusPF_CAMI_Output.tsv	strain	Completeness		0.0
Kraken_PlusPF_CAMI_Output.tsv	strain	Purity		0.0
Kraken_PlusPF_CAMI_Output.tsv	strain	Jaccard index		0.0
Kraken_PlusPF_CAMI_Output.tsv	superkingdom	L1 norm error		0.3635051463723374
Kraken_PlusPF_CAMI_Output.tsv	phylum	L1 norm error		1.5825965825965824
Kraken_PlusPF_CAMI_Output.tsv	class	L1 norm error		1.8846188846188847
Kraken_PlusPF_CAMI_Output.tsv	order	L1 norm error		1.9999999999999998
Kraken_PlusPF_CAMI_Output.tsv	family	L1 norm error		2.0000000000000004
Kraken_PlusPF_CAMI_Output.tsv	genus	L1 norm error		2.0
Kraken_PlusPF_CAMI_Output.tsv	species	L1 norm error		2.0000000000000004
Kraken_PlusPF_CAMI_Output.tsv	na	Weighted UniFrac error		0.13708229406364839
Kraken_PlusPF_CAMI_Output.tsv	na	Unweighted UniFrac error		0.9959343742872238
Kraken_PlusPF_CAMI_Output.tsv	na	Weighted UniFrac (CAMI)		13.17655606153345
Kraken_PlusPF_CAMI_Output.tsv	na	Unweighted UniFrac (CAMI)		852.708293853175
Kraken_PlusPF_CAMI_Output.tsv	superkingdom	Sum of abundances		1.0
Kraken_PlusPF_CAMI_Output.tsv	phylum	Sum of abundances		1.0
Kraken_PlusPF_CAMI_Output.tsv	class	Sum of abundances		1.0
Kraken_PlusPF_CAMI_Output.tsv	order	Sum of abundances		1.0
Kraken_PlusPF_CAMI_Output.tsv	family	Sum of abundances		1.0
Kraken_PlusPF_CAMI_Output.tsv	genus	Sum of abundances		1.0
Kraken_PlusPF_CAMI_Output.tsv	species	Sum of abundances		1.0
Kraken_PlusPF_CAMI_Output.tsv	superkingdom	Taxon counts		1.0
Kraken_PlusPF_CAMI_Output.tsv	phylum	Taxon counts		1.0
Kraken_PlusPF_CAMI_Output.tsv	class	Taxon counts		1.0
Kraken_PlusPF_CAMI_Output.tsv	order	Taxon counts		1.0
Kraken_PlusPF_CAMI_Output.tsv	family	Taxon counts		1.0
Kraken_PlusPF_CAMI_Output.tsv	genus	Taxon counts		1.0
Kraken_PlusPF_CAMI_Output.tsv	species	Taxon counts		1.0
Kraken_Capped16_CAMI_Output.tsv	superkingdom	Bray-Curtis distance		0.1817525731861687
Kraken_Capped16_CAMI_Output.tsv	phylum	Bray-Curtis distance		0.7912982912982912
Kraken_Capped16_CAMI_Output.tsv	class	Bray-Curtis distance		0.9423094423094424
Kraken_Capped16_CAMI_Output.tsv	order	Bray-Curtis distance		1.0
Kraken_Capped16_CAMI_Output.tsv	family	Bray-Curtis distance		1.0
Kraken_Capped16_CAMI_Output.tsv	superkingdom	Shannon diversity		0.0
Kraken_Capped16_CAMI_Output.tsv	superkingdom	Shannon equitability		0.0
Kraken_Capped16_CAMI_Output.tsv	phylum	Shannon diversity		0.0
Kraken_Capped16_CAMI_Output.tsv	phylum	Shannon equitability		0.0
Kraken_Capped16_CAMI_Output.tsv	class	Shannon diversity		0.0
Kraken_Capped16_CAMI_Output.tsv	class	Shannon equitability		0.0
Kraken_Capped16_CAMI_Output.tsv	order	Shannon diversity		0.0
Kraken_Capped16_CAMI_Output.tsv	order	Shannon equitability		0.0
Kraken_Capped16_CAMI_Output.tsv	family	Shannon diversity		0.0
Kraken_Capped16_CAMI_Output.tsv	family	Shannon equitability		0.0
Kraken_Capped16_CAMI_Output.tsv	superkingdom	True positives		1.0
Kraken_Capped16_CAMI_Output.tsv	superkingdom	False negatives		1.0
Kraken_Capped16_CAMI_Output.tsv	superkingdom	False positives		0.0
Kraken_Capped16_CAMI_Output.tsv	superkingdom	Completeness		0.5
Kraken_Capped16_CAMI_Output.tsv	superkingdom	Purity		1.0
Kraken_Capped16_CAMI_Output.tsv	superkingdom	F1 score		0.6666666666666666
Kraken_Capped16_CAMI_Output.tsv	superkingdom	Jaccard index		0.5
Kraken_Capped16_CAMI_Output.tsv	phylum	True positives		1.0
Kraken_Capped16_CAMI_Output.tsv	phylum	False negatives		5.0
Kraken_Capped16_CAMI_Output.tsv	phylum	False positives		0.0
Kraken_Capped16_CAMI_Output.tsv	phylum	Completeness		0.16666666666666666
Kraken_Capped16_CAMI_Output.tsv	phylum	Purity		1.0
Kraken_Capped16_CAMI_Output.tsv	phylum	F1 score		0.2857142857142857
Kraken_Capped16_CAMI_Output.tsv	phylum	Jaccard index		0.16666666666666666
Kraken_Capped16_CAMI_Output.tsv	class	True positives		1.0
Kraken_Capped16_CAMI_Output.tsv	class	False negatives		11.0
Kraken_Capped16_CAMI_Output.tsv	class	False positives		0.0
Kraken_Capped16_CAMI_Output.tsv	class	Completeness		0.08333333333333333
Kraken_Capped16_CAMI_Output.tsv	class	Purity		1.0
Kraken_Capped16_CAMI_Output.tsv	class	F1 score		0.15384615384615385
Kraken_Capped16_CAMI_Output.tsv	class	Jaccard index		0.08333333333333333
Kraken_Capped16_CAMI_Output.tsv	order	True positives		0.0
Kraken_Capped16_CAMI_Output.tsv	order	False negatives		14.0
Kraken_Capped16_CAMI_Output.tsv	order	False positives		1.0
Kraken_Capped16_CAMI_Output.tsv	order	Completeness		0.0
Kraken_Capped16_CAMI_Output.tsv	order	Purity		0.0
Kraken_Capped16_CAMI_Output.tsv	order	Jaccard index		0.0
Kraken_Capped16_CAMI_Output.tsv	family	True positives		0.0
Kraken_Capped16_CAMI_Output.tsv	family	False negatives		16.0
Kraken_Capped16_CAMI_Output.tsv	family	False positives		1.0
Kraken_Capped16_CAMI_Output.tsv	family	Completeness		0.0
Kraken_Capped16_CAMI_Output.tsv	family	Purity		0.0
Kraken_Capped16_CAMI_Output.tsv	family	Jaccard index		0.0
Kraken_Capped16_CAMI_Output.tsv	genus	True positives		0.0
Kraken_Capped16_CAMI_Output.tsv	genus	False negatives		22.0
Kraken_Capped16_CAMI_Output.tsv	genus	False positives		0.0
Kraken_Capped16_CAMI_Output.tsv	genus	Completeness		0.0
Kraken_Capped16_CAMI_Output.tsv	genus	Purity		0.0
Kraken_Capped16_CAMI_Output.tsv	genus	Jaccard index		0.0
Kraken_Capped16_CAMI_Output.tsv	species	True positives		0.0
Kraken_Capped16_CAMI_Output.tsv	species	False negatives		23.0
Kraken_Capped16_CAMI_Output.tsv	species	False positives		0.0
Kraken_Capped16_CAMI_Output.tsv	species	Completeness		0.0
Kraken_Capped16_CAMI_Output.tsv	species	Purity		0.0
Kraken_Capped16_CAMI_Output.tsv	species	Jaccard index		0.0
Kraken_Capped16_CAMI_Output.tsv	strain	True positives		0.0
Kraken_Capped16_CAMI_Output.tsv	strain	False negatives		60.0
Kraken_Capped16_CAMI_Output.tsv	strain	False positives		0.0
Kraken_Capped16_CAMI_Output.tsv	strain	Completeness		0.0
Kraken_Capped16_CAMI_Output.tsv	strain	Purity		0.0
Kraken_Capped16_CAMI_Output.tsv	strain	Jaccard index		0.0
Kraken_Capped16_CAMI_Output.tsv	superkingdom	L1 norm error		0.3635051463723374
Kraken_Capped16_CAMI_Output.tsv	phylum	L1 norm error		1.5825965825965824
Kraken_Capped16_CAMI_Output.tsv	class	L1 norm error		1.8846188846188847
Kraken_Capped16_CAMI_Output.tsv	order	L1 norm error		1.9999999999999998
Kraken_Capped16_CAMI_Output.tsv	family	L1 norm error		2.0000000000000004
Kraken_Capped16_CAMI_Output.tsv	na	Weighted UniFrac error		0.12470134168269598
Kraken_Capped16_CAMI_Output.tsv	na	Unweighted UniFrac error		0.9947624644365346
Kraken_Capped16_CAMI_Output.tsv	na	Weighted UniFrac (CAMI)		11.176556061533446
Kraken_Capped16_CAMI_Output.tsv	na	Unweighted UniFrac (CAMI)		850.708293853175
Kraken_Capped16_CAMI_Output.tsv	superkingdom	Sum of abundances		1.0
Kraken_Capped16_CAMI_Output.tsv	phylum	Sum of abundances		1.0
Kraken_Capped16_CAMI_Output.tsv	class	Sum of abundances		1.0
Kraken_Capped16_CAMI_Output.tsv	order	Sum of abundances		1.0
Kraken_Capped16_CAMI_Output.tsv	family	Sum of abundances		1.0
Kraken_Capped16_CAMI_Output.tsv	superkingdom	Taxon counts		1.0
Kraken_Capped16_CAMI_Output.tsv	phylum	Taxon counts		1.0
Kraken_Capped16_CAMI_Output.tsv	class	Taxon counts		1.0
Kraken_Capped16_CAMI_Output.tsv	order	Taxon counts		1.0
Kraken_Capped16_CAMI_Output.tsv	family	Taxon counts		1.0
Kraken_Capped8_CAMI_Output.tsv	superkingdom	Bray-Curtis distance		0.1817525731861687
Kraken_Capped8_CAMI_Output.tsv	phylum	Bray-Curtis distance		0.7912982912982912
Kraken_Capped8_CAMI_Output.tsv	class	Bray-Curtis distance		0.9423094423094424
Kraken_Capped8_CAMI_Output.tsv	order	Bray-Curtis distance		1.0
Kraken_Capped8_CAMI_Output.tsv	family	Bray-Curtis distance		1.0
Kraken_Capped8_CAMI_Output.tsv	superkingdom	Shannon diversity		0.0
Kraken_Capped8_CAMI_Output.tsv	superkingdom	Shannon equitability		0.0
Kraken_Capped8_CAMI_Output.tsv	phylum	Shannon diversity		0.0
Kraken_Capped8_CAMI_Output.tsv	phylum	Shannon equitability		0.0
Kraken_Capped8_CAMI_Output.tsv	class	Shannon diversity		0.0
Kraken_Capped8_CAMI_Output.tsv	class	Shannon equitability		0.0
Kraken_Capped8_CAMI_Output.tsv	order	Shannon diversity		0.0
Kraken_Capped8_CAMI_Output.tsv	order	Shannon equitability		0.0
Kraken_Capped8_CAMI_Output.tsv	family	Shannon diversity		0.0
Kraken_Capped8_CAMI_Output.tsv	family	Shannon equitability		0.0
Kraken_Capped8_CAMI_Output.tsv	superkingdom	True positives		1.0
Kraken_Capped8_CAMI_Output.tsv	superkingdom	False negatives		1.0
Kraken_Capped8_CAMI_Output.tsv	superkingdom	False positives		0.0
Kraken_Capped8_CAMI_Output.tsv	superkingdom	Completeness		0.5
Kraken_Capped8_CAMI_Output.tsv	superkingdom	Purity		1.0
Kraken_Capped8_CAMI_Output.tsv	superkingdom	F1 score		0.6666666666666666
Kraken_Capped8_CAMI_Output.tsv	superkingdom	Jaccard index		0.5
Kraken_Capped8_CAMI_Output.tsv	phylum	True positives		1.0
Kraken_Capped8_CAMI_Output.tsv	phylum	False negatives		5.0
Kraken_Capped8_CAMI_Output.tsv	phylum	False positives		0.0
Kraken_Capped8_CAMI_Output.tsv	phylum	Completeness		0.16666666666666666
Kraken_Capped8_CAMI_Output.tsv	phylum	Purity		1.0
Kraken_Capped8_CAMI_Output.tsv	phylum	F1 score		0.2857142857142857
Kraken_Capped8_CAMI_Output.tsv	phylum	Jaccard index		0.16666666666666666
Kraken_Capped8_CAMI_Output.tsv	class	True positives		1.0
Kraken_Capped8_CAMI_Output.tsv	class	False negatives		11.0
Kraken_Capped8_CAMI_Output.tsv	class	False positives		0.0
Kraken_Capped8_CAMI_Output.tsv	class	Completeness		0.08333333333333333
Kraken_Capped8_CAMI_Output.tsv	class	Purity		1.0
Kraken_Capped8_CAMI_Output.tsv	class	F1 score		0.15384615384615385
Kraken_Capped8_CAMI_Output.tsv	class	Jaccard index		0.08333333333333333
Kraken_Capped8_CAMI_Output.tsv	order	True positives		0.0
Kraken_Capped8_CAMI_Output.tsv	order	False negatives		14.0
Kraken_Capped8_CAMI_Output.tsv	order	False positives		1.0
Kraken_Capped8_CAMI_Output.tsv	order	Completeness		0.0
Kraken_Capped8_CAMI_Output.tsv	order	Purity		0.0
Kraken_Capped8_CAMI_Output.tsv	order	Jaccard index		0.0
Kraken_Capped8_CAMI_Output.tsv	family	True positives		0.0
Kraken_Capped8_CAMI_Output.tsv	family	False negatives		16.0
Kraken_Capped8_CAMI_Output.tsv	family	False positives		1.0
Kraken_Capped8_CAMI_Output.tsv	family	Completeness		0.0
Kraken_Capped8_CAMI_Output.tsv	family	Purity		0.0
Kraken_Capped8_CAMI_Output.tsv	family	Jaccard index		0.0
Kraken_Capped8_CAMI_Output.tsv	genus	True positives		0.0
Kraken_Capped8_CAMI_Output.tsv	genus	False negatives		22.0
Kraken_Capped8_CAMI_Output.tsv	genus	False positives		0.0
Kraken_Capped8_CAMI_Output.tsv	genus	Completeness		0.0
Kraken_Capped8_CAMI_Output.tsv	genus	Purity		0.0
Kraken_Capped8_CAMI_Output.tsv	genus	Jaccard index		0.0
Kraken_Capped8_CAMI_Output.tsv	species	True positives		0.0
Kraken_Capped8_CAMI_Output.tsv	species	False negatives		23.0
Kraken_Capped8_CAMI_Output.tsv	species	False positives		0.0
Kraken_Capped8_CAMI_Output.tsv	species	Completeness		0.0
Kraken_Capped8_CAMI_Output.tsv	species	Purity		0.0
Kraken_Capped8_CAMI_Output.tsv	species	Jaccard index		0.0
Kraken_Capped8_CAMI_Output.tsv	strain	True positives		0.0
Kraken_Capped8_CAMI_Output.tsv	strain	False negatives		60.0
Kraken_Capped8_CAMI_Output.tsv	strain	False positives		0.0
Kraken_Capped8_CAMI_Output.tsv	strain	Completeness		0.0
Kraken_Capped8_CAMI_Output.tsv	strain	Purity		0.0
Kraken_Capped8_CAMI_Output.tsv	strain	Jaccard index		0.0
Kraken_Capped8_CAMI_Output.tsv	superkingdom	L1 norm error		0.3635051463723374
Kraken_Capped8_CAMI_Output.tsv	phylum	L1 norm error		1.5825965825965824
Kraken_Capped8_CAMI_Output.tsv	class	L1 norm error		1.8846188846188847
Kraken_Capped8_CAMI_Output.tsv	order	L1 norm error		1.9999999999999998
Kraken_Capped8_CAMI_Output.tsv	family	L1 norm error		2.0000000000000004
Kraken_Capped8_CAMI_Output.tsv	na	Weighted UniFrac error		0.12470134168269598
Kraken_Capped8_CAMI_Output.tsv	na	Unweighted UniFrac error		0.9947624644365346
Kraken_Capped8_CAMI_Output.tsv	na	Weighted UniFrac (CAMI)		11.176556061533446
Kraken_Capped8_CAMI_Output.tsv	na	Unweighted UniFrac (CAMI)		850.708293853175
Kraken_Capped8_CAMI_Output.tsv	superkingdom	Sum of abundances		1.0
Kraken_Capped8_CAMI_Output.tsv	phylum	Sum of abundances		1.0
Kraken_Capped8_CAMI_Output.tsv	class	Sum of abundances		1.0
Kraken_Capped8_CAMI_Output.tsv	order	Sum of abundances		1.0
Kraken_Capped8_CAMI_Output.tsv	family	Sum of abundances		1.0
Kraken_Capped8_CAMI_Output.tsv	superkingdom	Taxon counts		1.0
Kraken_Capped8_CAMI_Output.tsv	phylum	Taxon counts		1.0
Kraken_Capped8_CAMI_Output.tsv	class	Taxon counts		1.0
Kraken_Capped8_CAMI_Output.tsv	order	Taxon counts		1.0
Kraken_Capped8_CAMI_Output.tsv	family	Taxon counts		1.0
Bracken_PlusPF_CAMI_Output.tsv	superkingdom	Bray-Curtis distance		0.1817525731861687
Bracken_PlusPF_CAMI_Output.tsv	phylum	Bray-Curtis distance		0.7912982912982912
Bracken_PlusPF_CAMI_Output.tsv	class	Bray-Curtis distance		0.9423094423094424
Bracken_PlusPF_CAMI_Output.tsv	order	Bray-Curtis distance		1.0
Bracken_PlusPF_CAMI_Output.tsv	family	Bray-Curtis distance		1.0
Bracken_PlusPF_CAMI_Output.tsv	genus	Bray-Curtis distance		1.0
Bracken_PlusPF_CAMI_Output.tsv	species	Bray-Curtis distance		1.0
Bracken_PlusPF_CAMI_Output.tsv	superkingdom	Shannon diversity		0.0
Bracken_PlusPF_CAMI_Output.tsv	superkingdom	Shannon equitability		0.0
Bracken_PlusPF_CAMI_Output.tsv	phylum	Shannon diversity		0.0
Bracken_PlusPF_CAMI_Output.tsv	phylum	Shannon equitability		0.0
Bracken_PlusPF_CAMI_Output.tsv	class	Shannon diversity		0.0
Bracken_PlusPF_CAMI_Output.tsv	class	Shannon equitability		0.0
Bracken_PlusPF_CAMI_Output.tsv	order	Shannon diversity		0.0
Bracken_PlusPF_CAMI_Output.tsv	order	Shannon equitability		0.0
Bracken_PlusPF_CAMI_Output.tsv	family	Shannon diversity		0.0
Bracken_PlusPF_CAMI_Output.tsv	family	Shannon equitability		0.0
Bracken_PlusPF_CAMI_Output.tsv	genus	Shannon diversity		0.0
Bracken_PlusPF_CAMI_Output.tsv	genus	Shannon equitability		0.0
Bracken_PlusPF_CAMI_Output.tsv	species	Shannon diversity		0.0
Bracken_PlusPF_CAMI_Output.tsv	species	Shannon equitability		0.0
Bracken_PlusPF_CAMI_Output.tsv	superkingdom	True positives		1.0
Bracken_PlusPF_CAMI_Output.tsv	superkingdom	False negatives		1.0
Bracken_PlusPF_CAMI_Output.tsv	superkingdom	False positives		0.0
Bracken_PlusPF_CAMI_Output.tsv	superkingdom	Completeness		0.5
Bracken_PlusPF_CAMI_Output.tsv	superkingdom	Purity		1.0
Bracken_PlusPF_CAMI_Output.tsv	superkingdom	F1 score		0.6666666666666666
Bracken_PlusPF_CAMI_Output.tsv	superkingdom	Jaccard index		0.5
Bracken_PlusPF_CAMI_Output.tsv	phylum	True positives		1.0
Bracken_PlusPF_CAMI_Output.tsv	phylum	False negatives		5.0
Bracken_PlusPF_CAMI_Output.tsv	phylum	False positives		0.0
Bracken_PlusPF_CAMI_Output.tsv	phylum	Completeness		0.16666666666666666
Bracken_PlusPF_CAMI_Output.tsv	phylum	Purity		1.0
Bracken_PlusPF_CAMI_Output.tsv	phylum	F1 score		0.2857142857142857
Bracken_PlusPF_CAMI_Output.tsv	phylum	Jaccard index		0.16666666666666666
Bracken_PlusPF_CAMI_Output.tsv	class	True positives		1.0
Bracken_PlusPF_CAMI_Output.tsv	class	False negatives		11.0
Bracken_PlusPF_CAMI_Output.tsv	class	False positives		0.0
Bracken_PlusPF_CAMI_Output.tsv	class	Completeness		0.08333333333333333
Bracken_PlusPF_CAMI_Output.tsv	class	Purity		1.0
Bracken_PlusPF_CAMI_Output.tsv	class	F1 score		0.15384615384615385
Bracken_PlusPF_CAMI_Output.tsv	class	Jaccard index		0.08333333333333333
Bracken_PlusPF_CAMI_Output.tsv	order	True positives		0.0
Bracken_PlusPF_CAMI_Output.tsv	order	False negatives		14.0
Bracken_PlusPF_CAMI_Output.tsv	order	False positives		1.0
Bracken_PlusPF_CAMI_Output.tsv	order	Completeness		0.0
Bracken_PlusPF_CAMI_Output.tsv	order	Purity		0.0
Bracken_PlusPF_CAMI_Output.tsv	order	Jaccard index		0.0
Bracken_PlusPF_CAMI_Output.tsv	family	True positives		0.0
