tool	rank	metric	sample	value
Gold standard	genus	Bray-Curtis distance (unfiltered)		0.0
Gold standard	species	Bray-Curtis distance (unfiltered)		0.0
Gold standard	strain	Bray-Curtis distance (unfiltered)		0.0
Gold standard	superkingdom	Shannon diversity (unfiltered)		0.47404061812816134
Gold standard	superkingdom	Shannon equitability (unfiltered)		0.6838960489534373
Gold standard	phylum	Shannon diversity (unfiltered)		1.6471831966453045
Gold standard	phylum	Shannon equitability (unfiltered)		0.9193104459243973
Gold standard	class	Shannon diversity (unfiltered)		2.1395668019073213
Gold standard	class	Shannon equitability (unfiltered)		0.8610250216400919
Gold standard	order	Shannon diversity (unfiltered)		2.1801058886115747
Gold standard	order	Shannon equitability (unfiltered)		0.8260926597336963
Gold standard	family	Shannon diversity (unfiltered)		2.0921900724845237
Gold standard	family	Shannon equitability (unfiltered)		0.7545980605426358
Gold standard	genus	Shannon diversity (unfiltered)		2.2153967399565477
Gold standard	genus	Shannon equitability (unfiltered)		0.7167150802311343
Gold standard	species	Shannon diversity (unfiltered)		1.3957167792808653
Gold standard	species	Shannon equitability (unfiltered)		0.445134541212116
Gold standard	strain	Shannon diversity (unfiltered)		2.0822879184699707
Gold standard	strain	Shannon equitability (unfiltered)		0.5085766199754967
Gold standard	superkingdom	True positives (unfiltered)		2.0
Gold standard	superkingdom	False negatives (unfiltered)		0.0
Gold standard	superkingdom	False positives (unfiltered)		0.0
Gold standard	superkingdom	Completeness (unfiltered)		1.0
Gold standard	superkingdom	Purity (unfiltered)		1.0
Gold standard	superkingdom	F1 score (unfiltered)		1.0
Gold standard	superkingdom	Jaccard index (unfiltered)		1.0
Gold standard	phylum	True positives (unfiltered)		6.0
Gold standard	phylum	False negatives (unfiltered)		0.0
Gold standard	phylum	False positives (unfiltered)		0.0
Gold standard	phylum	Completeness (unfiltered)		1.0
Gold standard	phylum	Purity (unfiltered)		1.0
Gold standard	phylum	F1 score (unfiltered)		1.0
Gold standard	phylum	Jaccard index (unfiltered)		1.0
Gold standard	class	True positives (unfiltered)		12.0
Gold standard	class	False negatives (unfiltered)		0.0
Gold standard	class	False positives (unfiltered)		0.0
Gold standard	class	Completeness (unfiltered)		1.0
Gold standard	class	Purity (unfiltered)		1.0
Gold standard	class	F1 score (unfiltered)		1.0
Gold standard	class	Jaccard index (unfiltered)		1.0
Gold standard	order	True positives (unfiltered)		14.0
Gold standard	order	False negatives (unfiltered)		0.0
Gold standard	order	False positives (unfiltered)		0.0
Gold standard	order	Completeness (unfiltered)		1.0
Gold standard	order	Purity (unfiltered)		1.0
Gold standard	order	F1 score (unfiltered)		1.0
Gold standard	order	Jaccard index (unfiltered)		1.0
Gold standard	family	True positives (unfiltered)		16.0
Gold standard	family	False negatives (unfiltered)		0.0
Gold standard	family	False positives (unfiltered)		0.0
Gold standard	family	Completeness (unfiltered)		1.0
Gold standard	family	Purity (unfiltered)		1.0
Gold standard	family	F1 score (unfiltered)		1.0
Gold standard	family	Jaccard index (unfiltered)		1.0
Gold standard	genus	True positives (unfiltered)		22.0
Gold standard	genus	False negatives (unfiltered)		0.0
Gold standard	genus	False positives (unfiltered)		0.0
Gold standard	genus	Completeness (unfiltered)		1.0
Gold standard	genus	Purity (unfiltered)		1.0
Gold standard	genus	F1 score (unfiltered)		1.0
Gold standard	genus	Jaccard index (unfiltered)		1.0
Gold standard	species	True positives (unfiltered)		23.0
Gold standard	species	False negatives (unfiltered)		0.0
Gold standard	species	False positives (unfiltered)		0.0
Gold standard	species	Completeness (unfiltered)		1.0
Gold standard	species	Purity (unfiltered)		1.0
Gold standard	species	F1 score (unfiltered)		1.0
Gold standard	species	Jaccard index (unfiltered)		1.0
Gold standard	strain	True positives (unfiltered)		60.0
Gold standard	strain	False negatives (unfiltered)		0.0
Gold standard	strain	False positives (unfiltered)		0.0
Gold standard	strain	Completeness (unfiltered)		1.0
Gold standard	strain	Purity (unfiltered)		1.0
Gold standard	strain	F1 score (unfiltered)		1.0
Gold standard	strain	Jaccard index (unfiltered)		1.0
Gold standard	superkingdom	L1 norm error (unfiltered)		0.0
Gold standard	phylum	L1 norm error (unfiltered)		0.0
Gold standard	class	L1 norm error (unfiltered)		0.0
Gold standard	order	L1 norm error (unfiltered)		0.0
Gold standard	family	L1 norm error (unfiltered)		0.0
Gold standard	genus	L1 norm error (unfiltered)		0.0
Gold standard	species	L1 norm error (unfiltered)		0.0
Gold standard	strain	L1 norm error (unfiltered)		0.0
Gold standard	na	Weighted UniFrac error (unfiltered)		0.0
Gold standard	na	Unweighted UniFrac error (unfiltered)		0.0
Gold standard	na	Weighted UniFrac (CAMI) (unfiltered)		0.0
Gold standard	na	Unweighted UniFrac (CAMI) (unfiltered)		0.0
Gold standard	superkingdom	Sum of abundances (unfiltered)		1.0
Gold standard	phylum	Sum of abundances (unfiltered)		1.0
Gold standard	class	Sum of abundances (unfiltered)		0.9999999999999999
Gold standard	order	Sum of abundances (unfiltered)		0.9999999999999997
Gold standard	family	Sum of abundances (unfiltered)		1.0
Gold standard	genus	Sum of abundances (unfiltered)		0.9999999999999997
Gold standard	species	Sum of abundances (unfiltered)		0.9999999999999999
Gold standard	strain	Sum of abundances (unfiltered)		1.0000000000000007
Gold standard	superkingdom	Taxon counts (unfiltered)		2.0
Gold standard	phylum	Taxon counts (unfiltered)		6.0
Gold standard	class	Taxon counts (unfiltered)		12.0
Gold standard	order	Taxon counts (unfiltered)		14.0
Gold standard	family	Taxon counts (unfiltered)		16.0
Gold standard	genus	Taxon counts (unfiltered)		22.0
Gold standard	species	Taxon counts (unfiltered)		23.0
Gold standard	strain	Taxon counts (unfiltered)		60.0
B_C8.tsv	superkingdom	Bray-Curtis distance (unfiltered)		0.18175257318616866
B_C8.tsv	phylum	Bray-Curtis distance (unfiltered)		0.5664533223044925
B_C8.tsv	class	Bray-Curtis distance (unfiltered)		0.6139838999768964
B_C8.tsv	order	Bray-Curtis distance (unfiltered)		0.7098824105072619
B_C8.tsv	family	Bray-Curtis distance (unfiltered)		0.7551186720417109
B_C8.tsv	genus	Bray-Curtis distance (unfiltered)		0.8784834462615833
B_C8.tsv	species	Bray-Curtis distance (unfiltered)		0.9722061663507764
B_C8.tsv	superkingdom	Shannon diversity (unfiltered)		0.006262891772148288
B_C8.tsv	superkingdom	Shannon equitability (unfiltered)		0.00570072976312784
B_C8.tsv	phylum	Shannon diversity (unfiltered)		0.8779395316952412
B_C8.tsv	phylum	Shannon equitability (unfiltered)		0.30374623239962506
B_C8.tsv	class	Shannon diversity (unfiltered)		1.6514609195591001
B_C8.tsv	class	Shannon equitability (unfiltered)		0.4573521081097517
B_C8.tsv	order	Shannon diversity (unfiltered)		1.9484483279152465
B_C8.tsv	order	Shannon equitability (unfiltered)		0.4555998232481921
B_C8.tsv	family	Shannon diversity (unfiltered)		2.043836815996188
B_C8.tsv	family	Shannon equitability (unfiltered)		0.41125022064119754
B_C8.tsv	genus	Shannon diversity (unfiltered)		2.4269735270867465
B_C8.tsv	genus	Shannon equitability (unfiltered)		0.414507893213688
B_C8.tsv	species	Shannon diversity (unfiltered)		2.7160669155480752
B_C8.tsv	species	Shannon equitability (unfiltered)		0.4139695504954512
B_C8.tsv	superkingdom	True positives (unfiltered)		1.0
B_C8.tsv	superkingdom	False negatives (unfiltered)		1.0
B_C8.tsv	superkingdom	False positives (unfiltered)		2.0
B_C8.tsv	superkingdom	Completeness (unfiltered)		0.5
B_C8.tsv	superkingdom	Purity (unfiltered)		0.3333333333333333
B_C8.tsv	superkingdom	F1 score (unfiltered)		0.4
B_C8.tsv	superkingdom	Jaccard index (unfiltered)		0.25
B_C8.tsv	phylum	True positives (unfiltered)		6.0
B_C8.tsv	phylum	False negatives (unfiltered)		0.0
B_C8.tsv	phylum	False positives (unfiltered)		12.0
B_C8.tsv	phylum	Completeness (unfiltered)		1.0
B_C8.tsv	phylum	Purity (unfiltered)		0.3333333333333333
B_C8.tsv	phylum	F1 score (unfiltered)		0.5
B_C8.tsv	phylum	Jaccard index (unfiltered)		0.3333333333333333
B_C8.tsv	class	True positives (unfiltered)		11.0
B_C8.tsv	class	False negatives (unfiltered)		1.0
B_C8.tsv	class	False positives (unfiltered)		26.0
B_C8.tsv	class	Completeness (unfiltered)		0.9166666666666666
B_C8.tsv	class	Purity (unfiltered)		0.2972972972972973
B_C8.tsv	class	F1 score (unfiltered)		0.4489795918367347
B_C8.tsv	class	Jaccard index (unfiltered)		0.2894736842105263
B_C8.tsv	order	True positives (unfiltered)		13.0
B_C8.tsv	order	False negatives (unfiltered)		1.0
B_C8.tsv	order	False positives (unfiltered)		59.0
B_C8.tsv	order	Completeness (unfiltered)		0.9285714285714286
B_C8.tsv	order	Purity (unfiltered)		0.18055555555555555
B_C8.tsv	order	F1 score (unfiltered)		0.3023255813953489
B_C8.tsv	order	Jaccard index (unfiltered)		0.1780821917808219
B_C8.tsv	family	True positives (unfiltered)		12.0
B_C8.tsv	family	False negatives (unfiltered)		4.0
B_C8.tsv	family	False positives (unfiltered)		132.0
B_C8.tsv	family	Completeness (unfiltered)		0.75
B_C8.tsv	family	Purity (unfiltered)		0.08333333333333333
B_C8.tsv	family	F1 score (unfiltered)		0.15
B_C8.tsv	family	Jaccard index (unfiltered)		0.08108108108108109
B_C8.tsv	genus	True positives (unfiltered)		12.0
B_C8.tsv	genus	False negatives (unfiltered)		10.0
B_C8.tsv	genus	False positives (unfiltered)		337.0
B_C8.tsv	genus	Completeness (unfiltered)		0.5454545454545454
B_C8.tsv	genus	Purity (unfiltered)		0.034383954154727794
B_C8.tsv	genus	F1 score (unfiltered)		0.0646900269541779
B_C8.tsv	genus	Jaccard index (unfiltered)		0.033426183844011144
B_C8.tsv	species	True positives (unfiltered)		4.0
B_C8.tsv	species	False negatives (unfiltered)		19.0
B_C8.tsv	species	False positives (unfiltered)		703.0
B_C8.tsv	species	Completeness (unfiltered)		0.17391304347826086
B_C8.tsv	species	Purity (unfiltered)		0.005657708628005658
B_C8.tsv	species	F1 score (unfiltered)		0.010958904109589041
B_C8.tsv	species	Jaccard index (unfiltered)		0.005509641873278237
B_C8.tsv	strain	True positives (unfiltered)		0.0
B_C8.tsv	strain	False negatives (unfiltered)		60.0
B_C8.tsv	strain	False positives (unfiltered)		0.0
B_C8.tsv	strain	Completeness (unfiltered)		0.0
B_C8.tsv	strain	Purity (unfiltered)		0.0
B_C8.tsv	strain	Jaccard index (unfiltered)		0.0
B_C8.tsv	superkingdom	L1 norm error (unfiltered)		0.3635051463723373
B_C8.tsv	phylum	L1 norm error (unfiltered)		1.1329066446089848
B_C8.tsv	class	L1 norm error (unfiltered)		1.227967799953792
B_C8.tsv	order	L1 norm error (unfiltered)		1.4197648210145228
B_C8.tsv	family	L1 norm error (unfiltered)		1.5102373440834196
B_C8.tsv	genus	L1 norm error (unfiltered)		1.7569668925231607
B_C8.tsv	species	L1 norm error (unfiltered)		1.9444123327015341
B_C8.tsv	na	Weighted UniFrac error (unfiltered)		0.10639428949886186
B_C8.tsv	na	Unweighted UniFrac error (unfiltered)		9.39070099421775
B_C8.tsv	na	Weighted UniFrac (CAMI) (unfiltered)		11.413226651922978
B_C8.tsv	na	Unweighted UniFrac (CAMI) (unfiltered)		6707.679073861861
B_C8.tsv	superkingdom	Sum of abundances (unfiltered)		1.0
B_C8.tsv	phylum	Sum of abundances (unfiltered)		0.9999999999999994
B_C8.tsv	class	Sum of abundances (unfiltered)		0.9999999999999984
B_C8.tsv	order	Sum of abundances (unfiltered)		0.9999999999999991
B_C8.tsv	family	Sum of abundances (unfiltered)		0.9999999999999954
B_C8.tsv	genus	Sum of abundances (unfiltered)		1.0000000000000004
B_C8.tsv	species	Sum of abundances (unfiltered)		0.9999999999999516
B_C8.tsv	superkingdom	Taxon counts (unfiltered)		3.0
B_C8.tsv	phylum	Taxon counts (unfiltered)		18.0
B_C8.tsv	class	Taxon counts (unfiltered)		37.0
B_C8.tsv	order	Taxon counts (unfiltered)		72.0
B_C8.tsv	family	Taxon counts (unfiltered)		144.0
B_C8.tsv	genus	Taxon counts (unfiltered)		349.0
B_C8.tsv	species	Taxon counts (unfiltered)		707.0
B_C8.tsv	superkingdom	Bray-Curtis distance		0.1814660863163794
B_C8.tsv	phylum	Bray-Curtis distance		0.6568832494618182
B_C8.tsv	class	Bray-Curtis distance		0.6746708149922609
B_C8.tsv	order	Bray-Curtis distance		0.7151027892571107
B_C8.tsv	family	Bray-Curtis distance		0.785585802069724
B_C8.tsv	genus	Bray-Curtis distance		0.8813245434556286
B_C8.tsv	species	Bray-Curtis distance		0.9706937932911034
B_C8.tsv	superkingdom	Shannon diversity		0.0006997549428133504
B_C8.tsv	superkingdom	Shannon equitability		0.0
B_C8.tsv	phylum	Shannon diversity		0.4634400476390209
B_C8.tsv	phylum	Shannon equitability		0.6686026584781605
B_C8.tsv	class	Shannon diversity		1.1935082819709124
B_C8.tsv	class	Shannon equitability		0.860934239829671
B_C8.tsv	order	Shannon diversity		1.1773558812440894
B_C8.tsv	order	Shannon equitability		0.8492827456161516
B_C8.tsv	family	Shannon diversity		1.0745536395186108
B_C8.tsv	family	Shannon equitability		0.7751266034513433
B_C8.tsv	genus	Shannon diversity		1.3201753455513339
B_C8.tsv	genus	Shannon equitability		0.7368038892631643
B_C8.tsv	species	Shannon diversity		1.3288946536650639
B_C8.tsv	species	Shannon equitability		0.6829167597025003
B_C8.tsv	superkingdom	True positives		1.0
B_C8.tsv	superkingdom	False negatives		1.0
B_C8.tsv	superkingdom	False positives		0.0
B_C8.tsv	superkingdom	Completeness		0.5
B_C8.tsv	superkingdom	Purity		1.0
B_C8.tsv	superkingdom	F1 score		0.6666666666666666
B_C8.tsv	superkingdom	Jaccard index		0.5
B_C8.tsv	phylum	True positives		2.0
B_C8.tsv	phylum	False negatives		4.0
B_C8.tsv	phylum	False positives		0.0
B_C8.tsv	phylum	Completeness		0.3333333333333333
B_C8.tsv	phylum	Purity		1.0
B_C8.tsv	phylum	F1 score		0.5
B_C8.tsv	phylum	Jaccard index		0.3333333333333333
B_C8.tsv	class	True positives		4.0
B_C8.tsv	class	False negatives		8.0
B_C8.tsv	class	False positives		0.0
B_C8.tsv	class	Completeness		0.3333333333333333
B_C8.tsv	class	Purity		1.0
B_C8.tsv	class	F1 score		0.5
B_C8.tsv	class	Jaccard index		0.3333333333333333
B_C8.tsv	order	True positives		4.0
B_C8.tsv	order	False negatives		10.0
B_C8.tsv	order	False positives		0.0
B_C8.tsv	order	Completeness		0.2857142857142857
B_C8.tsv	order	Purity		1.0
B_C8.tsv	order	F1 score		0.4444444444444445
B_C8.tsv	order	Jaccard index		0.2857142857142857
B_C8.tsv	family	True positives		3.0
B_C8.tsv	family	False negatives		13.0
B_C8.tsv	family	False positives		1.0
B_C8.tsv	family	Completeness		0.1875
B_C8.tsv	family	Purity		0.75
B_C8.tsv	family	F1 score		0.3
B_C8.tsv	family	Jaccard index		0.17647058823529413
B_C8.tsv	genus	True positives		3.0
B_C8.tsv	genus	False negatives		19.0
B_C8.tsv	genus	False positives		3.0
B_C8.tsv	genus	Completeness		0.13636363636363635
B_C8.tsv	genus	Purity		0.5
B_C8.tsv	genus	F1 score		0.21428571428571427
B_C8.tsv	genus	Jaccard index		0.12
B_C8.tsv	species	True positives		2.0
B_C8.tsv	species	False negatives		21.0
B_C8.tsv	species	False positives		5.0
B_C8.tsv	species	Completeness		0.08695652173913043
B_C8.tsv	species	Purity		0.2857142857142857
B_C8.tsv	species	F1 score		0.13333333333333333
B_C8.tsv	species	Jaccard index		0.07142857142857142
B_C8.tsv	strain	True positives		0.0
B_C8.tsv	strain	False negatives		60.0
B_C8.tsv	strain	False positives		0.0
B_C8.tsv	strain	Completeness		0.0
B_C8.tsv	strain	Purity		0.0
B_C8.tsv	strain	Jaccard index		0.0
B_C8.tsv	superkingdom	L1 norm error		0.3628051463723373
B_C8.tsv	phylum	L1 norm error		1.214622987877639
B_C8.tsv	class	L1 norm error		1.2473478729606786
B_C8.tsv	order	L1 norm error		1.2964278458300675
B_C8.tsv	family	L1 norm error		1.4238032901072404
B_C8.tsv	genus	L1 norm error		1.6059434607980285
B_C8.tsv	species	L1 norm error		1.7502981277981784
B_C8.tsv	na	Weighted UniFrac error		0.10334119283522444
B_C8.tsv	na	Unweighted UniFrac error		0.8504265947528308
B_C8.tsv	na	Weighted UniFrac (CAMI)		10.988417960935234
B_C8.tsv	na	Unweighted UniFrac (CAMI)		789.0102610462205
B_C8.tsv	superkingdom	Sum of abundances		0.9993
B_C8.tsv	phylum	Sum of abundances		0.8490698139627925
B_C8.tsv	class	Sum of abundances		0.8488244122061023
B_C8.tsv	order	Sum of abundances		0.8129251700680267
B_C8.tsv	family	Sum of abundances		0.8124096519515155
B_C8.tsv	genus	Sum of abundances		0.8221930533117875
B_C8.tsv	species	Sum of abundances		0.8031413612565234
B_C8.tsv	superkingdom	Taxon counts		1.0
B_C8.tsv	phylum	Taxon counts		2.0
B_C8.tsv	class	Taxon counts		4.0
B_C8.tsv	order	Taxon counts		4.0
B_C8.tsv	family	Taxon counts		4.0
B_C8.tsv	genus	Taxon counts		6.0
B_C8.tsv	species	Taxon counts		7.0
B_C16.tsv	superkingdom	Bray-Curtis distance (unfiltered)		0.1817525731861687
B_C16.tsv	phylum	Bray-Curtis distance (unfiltered)		0.4965096158192708
B_C16.tsv	class	Bray-Curtis distance (unfiltered)		0.5801602007687484
B_C16.tsv	order	Bray-Curtis distance (unfiltered)		0.7034146079427666
B_C16.tsv	family	Bray-Curtis distance (unfiltered)		0.7371108641069015
B_C16.tsv	genus	Bray-Curtis distance (unfiltered)		0.8753164139016568
B_C16.tsv	species	Bray-Curtis distance (unfiltered)		0.9722061663507763
B_C16.tsv	superkingdom	Shannon diversity (unfiltered)		0.008581024826685373
B_C16.tsv	superkingdom	Shannon equitability (unfiltered)		0.007810785401907785
B_C16.tsv	phylum	Shannon diversity (unfiltered)		1.051745784005858
B_C16.tsv	phylum	Shannon equitability (unfiltered)		0.3571973443659557
B_C16.tsv	class	Shannon diversity (unfiltered)		1.8324739849961915
B_C16.tsv	class	Shannon equitability (unfiltered)		0.49675626644632365
B_C16.tsv	order	Shannon diversity (unfiltered)		2.1975415388923207
B_C16.tsv	order	Shannon equitability (unfiltered)		0.49596759213019137
B_C16.tsv	family	Shannon diversity (unfiltered)		2.408822888202274
B_C16.tsv	family	Shannon equitability (unfiltered)		0.4684909585645363
B_C16.tsv	genus	Shannon diversity (unfiltered)		2.860575728565595
B_C16.tsv	genus	Shannon equitability (unfiltered)		0.4741479938128079
B_C16.tsv	species	Shannon diversity (unfiltered)		3.3013139682188513
B_C16.tsv	species	Shannon equitability (unfiltered)		0.4859542836883305
B_C16.tsv	superkingdom	True positives (unfiltered)		1.0
B_C16.tsv	superkingdom	False negatives (unfiltered)		1.0
B_C16.tsv	superkingdom	False positives (unfiltered)		2.0
B_C16.tsv	superkingdom	Completeness (unfiltered)		0.5
B_C16.tsv	superkingdom	Purity (unfiltered)		0.3333333333333333
B_C16.tsv	superkingdom	F1 score (unfiltered)		0.4
B_C16.tsv	superkingdom	Jaccard index (unfiltered)		0.25
B_C16.tsv	phylum	True positives (unfiltered)		6.0
B_C16.tsv	phylum	False negatives (unfiltered)		0.0
B_C16.tsv	phylum	False positives (unfiltered)		13.0
B_C16.tsv	phylum	Completeness (unfiltered)		1.0
B_C16.tsv	phylum	Purity (unfiltered)		0.3157894736842105
B_C16.tsv	phylum	F1 score (unfiltered)		0.4799999999999999
B_C16.tsv	phylum	Jaccard index (unfiltered)		0.3157894736842105
B_C16.tsv	class	True positives (unfiltered)		11.0
B_C16.tsv	class	False negatives (unfiltered)		1.0
B_C16.tsv	class	False positives (unfiltered)		29.0
B_C16.tsv	class	Completeness (unfiltered)		0.9166666666666666
B_C16.tsv	class	Purity (unfiltered)		0.275
B_C16.tsv	class	F1 score (unfiltered)		0.4230769230769231
B_C16.tsv	class	Jaccard index (unfiltered)		0.2682926829268293
B_C16.tsv	order	True positives (unfiltered)		13.0
B_C16.tsv	order	False negatives (unfiltered)		1.0
B_C16.tsv	order	False positives (unfiltered)		71.0
B_C16.tsv	order	Completeness (unfiltered)		0.9285714285714286
B_C16.tsv	order	Purity (unfiltered)		0.15476190476190477
B_C16.tsv	order	F1 score (unfiltered)		0.2653061224489796
B_C16.tsv	order	Jaccard index (unfiltered)		0.15294117647058825
B_C16.tsv	family	True positives (unfiltered)		12.0
B_C16.tsv	family	False negatives (unfiltered)		4.0
B_C16.tsv	family	False positives (unfiltered)		159.0
B_C16.tsv	family	Completeness (unfiltered)		0.75
B_C16.tsv	family	Purity (unfiltered)		0.07017543859649122
B_C16.tsv	family	F1 score (unfiltered)		0.1283422459893048
B_C16.tsv	family	Jaccard index (unfiltered)		0.06857142857142857
B_C16.tsv	genus	True positives (unfiltered)		12.0
B_C16.tsv	genus	False negatives (unfiltered)		10.0
B_C16.tsv	genus	False positives (unfiltered)		405.0
B_C16.tsv	genus	Completeness (unfiltered)		0.5454545454545454
B_C16.tsv	genus	Purity (unfiltered)		0.02877697841726619
B_C16.tsv	genus	F1 score (unfiltered)		0.05466970387243736
B_C16.tsv	genus	Jaccard index (unfiltered)		0.02810304449648712
B_C16.tsv	species	True positives (unfiltered)		4.0
B_C16.tsv	species	False negatives (unfiltered)		19.0
B_C16.tsv	species	False positives (unfiltered)		888.0
B_C16.tsv	species	Completeness (unfiltered)		0.17391304347826086
B_C16.tsv	species	Purity (unfiltered)		0.004484304932735426
B_C16.tsv	species	F1 score (unfiltered)		0.008743169398907102
B_C16.tsv	species	Jaccard index (unfiltered)		0.0043907793633369925
B_C16.tsv	strain	True positives (unfiltered)		0.0
B_C16.tsv	strain	False negatives (unfiltered)		60.0
B_C16.tsv	strain	False positives (unfiltered)		0.0
B_C16.tsv	strain	Completeness (unfiltered)		0.0
B_C16.tsv	strain	Purity (unfiltered)		0.0
B_C16.tsv	strain	Jaccard index (unfiltered)		0.0
B_C16.tsv	superkingdom	L1 norm error (unfiltered)		0.3635051463723374
B_C16.tsv	phylum	L1 norm error (unfiltered)		0.9930192316385416
B_C16.tsv	class	L1 norm error (unfiltered)		1.1603204015374973
B_C16.tsv	order	L1 norm error (unfiltered)		1.4068292158855322
B_C16.tsv	family	L1 norm error (unfiltered)		1.4742217282138017
B_C16.tsv	genus	L1 norm error (unfiltered)		1.7506328278033094
B_C16.tsv	species	L1 norm error (unfiltered)		1.9444123327015288
B_C16.tsv	na	Weighted UniFrac error (unfiltered)		0.10191607906644734
B_C16.tsv	na	Unweighted UniFrac error (unfiltered)		11.628481329304595
B_C16.tsv	na	Weighted UniFrac (CAMI) (unfiltered)		11.241031947661487
B_C16.tsv	na	Unweighted UniFrac (CAMI) (unfiltered)		8243.58635028781
B_C16.tsv	superkingdom	Sum of abundances (unfiltered)		1.0
B_C16.tsv	phylum	Sum of abundances (unfiltered)		0.9999999999999999
B_C16.tsv	class	Sum of abundances (unfiltered)		1.0000000000000007
