tool	rank	metric	sample	value
B_C8.tsv	genus	Bray-Curtis distance		0.8784834462615829
B_C8.tsv	species	Bray-Curtis distance		0.9722061663507764
B_C8.tsv	superkingdom	Shannon diversity		0.006262891772148288
B_C8.tsv	superkingdom	Shannon equitability		0.00570072976312784
B_C8.tsv	phylum	Shannon diversity		0.8779395316952412
B_C8.tsv	phylum	Shannon equitability		0.30374623239962506
B_C8.tsv	class	Shannon diversity		1.6514609195591001
B_C8.tsv	class	Shannon equitability		0.4573521081097517
B_C8.tsv	order	Shannon diversity		1.9484483279152465
B_C8.tsv	order	Shannon equitability		0.4555998232481921
B_C8.tsv	family	Shannon diversity		2.043836815996188
B_C8.tsv	family	Shannon equitability		0.41125022064119754
B_C8.tsv	genus	Shannon diversity		2.4269735270867465
B_C8.tsv	genus	Shannon equitability		0.414507893213688
B_C8.tsv	species	Shannon diversity		2.7160669155480752
B_C8.tsv	species	Shannon equitability		0.4139695504954512
B_C8.tsv	superkingdom	True positives		1.0
B_C8.tsv	superkingdom	False negatives		1.0
B_C8.tsv	superkingdom	False positives		2.0
B_C8.tsv	superkingdom	Completeness		0.5
B_C8.tsv	superkingdom	Purity		0.3333333333333333
B_C8.tsv	superkingdom	F1 score		0.4
B_C8.tsv	superkingdom	Jaccard index		0.25
B_C8.tsv	phylum	True positives		6.0
B_C8.tsv	phylum	False negatives		0.0
B_C8.tsv	phylum	False positives		12.0
B_C8.tsv	phylum	Completeness		1.0
B_C8.tsv	phylum	Purity		0.3333333333333333
B_C8.tsv	phylum	F1 score		0.5
B_C8.tsv	phylum	Jaccard index		0.3333333333333333
B_C8.tsv	class	True positives		11.0
B_C8.tsv	class	False negatives		1.0
B_C8.tsv	class	False positives		26.0
B_C8.tsv	class	Completeness		0.9166666666666666
B_C8.tsv	class	Purity		0.2972972972972973
B_C8.tsv	class	F1 score		0.4489795918367347
B_C8.tsv	class	Jaccard index		0.2894736842105263
B_C8.tsv	order	True positives		13.0
B_C8.tsv	order	False negatives		1.0
B_C8.tsv	order	False positives		59.0
B_C8.tsv	order	Completeness		0.9285714285714286
B_C8.tsv	order	Purity		0.18055555555555555
B_C8.tsv	order	F1 score		0.3023255813953489
B_C8.tsv	order	Jaccard index		0.1780821917808219
B_C8.tsv	family	True positives		12.0
B_C8.tsv	family	False negatives		4.0
B_C8.tsv	family	False positives		132.0
B_C8.tsv	family	Completeness		0.75
B_C8.tsv	family	Purity		0.08333333333333333
B_C8.tsv	family	F1 score		0.15
B_C8.tsv	family	Jaccard index		0.08108108108108109
B_C8.tsv	genus	True positives		12.0
B_C8.tsv	genus	False negatives		10.0
B_C8.tsv	genus	False positives		337.0
B_C8.tsv	genus	Completeness		0.5454545454545454
B_C8.tsv	genus	Purity		0.034383954154727794
B_C8.tsv	genus	F1 score		0.0646900269541779
B_C8.tsv	genus	Jaccard index		0.033426183844011144
B_C8.tsv	species	True positives		4.0
B_C8.tsv	species	False negatives		19.0
B_C8.tsv	species	False positives		703.0
B_C8.tsv	species	Completeness		0.17391304347826086
B_C8.tsv	species	Purity		0.005657708628005658
B_C8.tsv	species	F1 score		0.010958904109589041
B_C8.tsv	species	Jaccard index		0.005509641873278237
B_C8.tsv	strain	True positives		0.0
B_C8.tsv	strain	False negatives		60.0
B_C8.tsv	strain	False positives		0.0
B_C8.tsv	strain	Completeness		0.0
B_C8.tsv	strain	Purity		0.0
B_C8.tsv	strain	Jaccard index		0.0
B_C8.tsv	superkingdom	L1 norm error		0.3635051463723373
B_C8.tsv	phylum	L1 norm error		1.1329066446089846
B_C8.tsv	class	L1 norm error		1.227967799953792
B_C8.tsv	order	L1 norm error		1.4197648210145228
B_C8.tsv	family	L1 norm error		1.5102373440834187
B_C8.tsv	genus	L1 norm error		1.7569668925231625
B_C8.tsv	species	L1 norm error		1.9444123327015488
B_C8.tsv	na	Weighted UniFrac error		0.10639428949886191
B_C8.tsv	na	Unweighted UniFrac error		9.39070099421775
B_C8.tsv	na	Weighted UniFrac (CAMI)		11.413226651922985
B_C8.tsv	na	Unweighted UniFrac (CAMI)		6707.679073861861
B_C8.tsv	superkingdom	Sum of abundances		1.0
B_C8.tsv	phylum	Sum of abundances		0.9999999999999994
B_C8.tsv	class	Sum of abundances		0.9999999999999984
B_C8.tsv	order	Sum of abundances		0.9999999999999991
B_C8.tsv	family	Sum of abundances		0.9999999999999954
B_C8.tsv	genus	Sum of abundances		1.0000000000000004
B_C8.tsv	species	Sum of abundances		0.9999999999999516
B_C8.tsv	superkingdom	Taxon counts		3.0
B_C8.tsv	phylum	Taxon counts		18.0
B_C8.tsv	class	Taxon counts		37.0
B_C8.tsv	order	Taxon counts		72.0
B_C8.tsv	family	Taxon counts		144.0
B_C8.tsv	genus	Taxon counts		349.0
B_C8.tsv	species	Taxon counts		707.0
B_C16.tsv	superkingdom	Bray-Curtis distance		0.1817525731861687
B_C16.tsv	phylum	Bray-Curtis distance		0.4965096158192708
B_C16.tsv	class	Bray-Curtis distance		0.5801602007687485
B_C16.tsv	order	Bray-Curtis distance		0.7034146079427664
B_C16.tsv	family	Bray-Curtis distance		0.7371108641069013
B_C16.tsv	genus	Bray-Curtis distance		0.8753164139016569
B_C16.tsv	species	Bray-Curtis distance		0.9722061663507765
B_C16.tsv	superkingdom	Shannon diversity		0.008581024826685373
B_C16.tsv	superkingdom	Shannon equitability		0.007810785401907785
B_C16.tsv	phylum	Shannon diversity		1.051745784005858
B_C16.tsv	phylum	Shannon equitability		0.3571973443659557
B_C16.tsv	class	Shannon diversity		1.8324739849961915
B_C16.tsv	class	Shannon equitability		0.49675626644632365
B_C16.tsv	order	Shannon diversity		2.1975415388923207
B_C16.tsv	order	Shannon equitability		0.49596759213019137
B_C16.tsv	family	Shannon diversity		2.408822888202274
B_C16.tsv	family	Shannon equitability		0.4684909585645363
B_C16.tsv	genus	Shannon diversity		2.860575728565595
B_C16.tsv	genus	Shannon equitability		0.4741479938128079
B_C16.tsv	species	Shannon diversity		3.3013139682188513
B_C16.tsv	species	Shannon equitability		0.4859542836883305
B_C16.tsv	superkingdom	True positives		1.0
B_C16.tsv	superkingdom	False negatives		1.0
B_C16.tsv	superkingdom	False positives		2.0
B_C16.tsv	superkingdom	Completeness		0.5
B_C16.tsv	superkingdom	Purity		0.3333333333333333
B_C16.tsv	superkingdom	F1 score		0.4
B_C16.tsv	superkingdom	Jaccard index		0.25
B_C16.tsv	phylum	True positives		6.0
B_C16.tsv	phylum	False negatives		0.0
B_C16.tsv	phylum	False positives		13.0
B_C16.tsv	phylum	Completeness		1.0
B_C16.tsv	phylum	Purity		0.3157894736842105
B_C16.tsv	phylum	F1 score		0.4799999999999999
B_C16.tsv	phylum	Jaccard index		0.3157894736842105
B_C16.tsv	class	True positives		11.0
B_C16.tsv	class	False negatives		1.0
B_C16.tsv	class	False positives		29.0
B_C16.tsv	class	Completeness		0.9166666666666666
B_C16.tsv	class	Purity		0.275
B_C16.tsv	class	F1 score		0.4230769230769231
B_C16.tsv	class	Jaccard index		0.2682926829268293
B_C16.tsv	order	True positives		13.0
B_C16.tsv	order	False negatives		1.0
B_C16.tsv	order	False positives		71.0
B_C16.tsv	order	Completeness		0.9285714285714286
B_C16.tsv	order	Purity		0.15476190476190477
B_C16.tsv	order	F1 score		0.2653061224489796
B_C16.tsv	order	Jaccard index		0.15294117647058825
B_C16.tsv	family	True positives		12.0
B_C16.tsv	family	False negatives		4.0
B_C16.tsv	family	False positives		159.0
B_C16.tsv	family	Completeness		0.75
B_C16.tsv	family	Purity		0.07017543859649122
B_C16.tsv	family	F1 score		0.1283422459893048
B_C16.tsv	family	Jaccard index		0.06857142857142857
B_C16.tsv	genus	True positives		12.0
B_C16.tsv	genus	False negatives		10.0
B_C16.tsv	genus	False positives		405.0
B_C16.tsv	genus	Completeness		0.5454545454545454
B_C16.tsv	genus	Purity		0.02877697841726619
B_C16.tsv	genus	F1 score		0.05466970387243736
B_C16.tsv	genus	Jaccard index		0.02810304449648712
B_C16.tsv	species	True positives		4.0
B_C16.tsv	species	False negatives		19.0
B_C16.tsv	species	False positives		888.0
B_C16.tsv	species	Completeness		0.17391304347826086
B_C16.tsv	species	Purity		0.004484304932735426
B_C16.tsv	species	F1 score		0.008743169398907102
B_C16.tsv	species	Jaccard index		0.0043907793633369925
B_C16.tsv	strain	True positives		0.0
B_C16.tsv	strain	False negatives		60.0
B_C16.tsv	strain	False positives		0.0
B_C16.tsv	strain	Completeness		0.0
B_C16.tsv	strain	Purity		0.0
B_C16.tsv	strain	Jaccard index		0.0
B_C16.tsv	superkingdom	L1 norm error		0.3635051463723374
B_C16.tsv	phylum	L1 norm error		0.9930192316385414
B_C16.tsv	class	L1 norm error		1.1603204015374964
B_C16.tsv	order	L1 norm error		1.406829215885532
B_C16.tsv	family	L1 norm error		1.4742217282138015
B_C16.tsv	genus	L1 norm error		1.750632827803309
B_C16.tsv	species	L1 norm error		1.94441233270155
B_C16.tsv	na	Weighted UniFrac error		0.10191607906644727
B_C16.tsv	na	Unweighted UniFrac error		11.628481329304597
B_C16.tsv	na	Weighted UniFrac (CAMI)		11.24103194766151
B_C16.tsv	na	Unweighted UniFrac (CAMI)		8243.586350287811
B_C16.tsv	superkingdom	Sum of abundances		1.0
B_C16.tsv	phylum	Sum of abundances		0.9999999999999999
B_C16.tsv	class	Sum of abundances		1.0000000000000007
B_C16.tsv	order	Sum of abundances		0.9999999999999986
B_C16.tsv	family	Sum of abundances		1.0
B_C16.tsv	genus	Sum of abundances		0.9999999999999908
B_C16.tsv	species	Sum of abundances		0.999999999999945
B_C16.tsv	superkingdom	Taxon counts		3.0
B_C16.tsv	phylum	Taxon counts		19.0
B_C16.tsv	class	Taxon counts		40.0
B_C16.tsv	order	Taxon counts		84.0
B_C16.tsv	family	Taxon counts		171.0
B_C16.tsv	genus	Taxon counts		417.0
B_C16.tsv	species	Taxon counts		892.0
B_PlusPF.tsv	superkingdom	Bray-Curtis distance		0.18165258318516875
B_PlusPF.tsv	phylum	Bray-Curtis distance		0.46969293814000146
B_PlusPF.tsv	class	Bray-Curtis distance		0.5568739515757491
B_PlusPF.tsv	order	Bray-Curtis distance		0.6962525447926488
B_PlusPF.tsv	family	Bray-Curtis distance		0.6922553068484998
B_PlusPF.tsv	genus	Bray-Curtis distance		0.8617873322502421
B_PlusPF.tsv	species	Bray-Curtis distance		0.9722061663507761
B_PlusPF.tsv	superkingdom	Shannon diversity		0.016822849241710205
B_PlusPF.tsv	superkingdom	Shannon equitability		0.012135120587318986
B_PlusPF.tsv	phylum	Shannon diversity		1.2277862132685877
B_PlusPF.tsv	phylum	Shannon equitability		0.3814332332372158
B_PlusPF.tsv	class	Shannon diversity		2.0946375702016073
B_PlusPF.tsv	class	Shannon equitability		0.5327391817094016
B_PlusPF.tsv	order	Shannon diversity		2.5014394718087836
B_PlusPF.tsv	order	Shannon equitability		0.5252725973594697
B_PlusPF.tsv	family	Shannon diversity		2.986221163352924
B_PlusPF.tsv	family	Shannon equitability		0.5420240834176959
B_PlusPF.tsv	genus	Shannon diversity		3.4957810116856307
B_PlusPF.tsv	genus	Shannon equitability		0.5439644114864802
B_PlusPF.tsv	species	Shannon diversity		4.370991541328022
B_PlusPF.tsv	species	Shannon equitability		0.5999007043018169
B_PlusPF.tsv	superkingdom	True positives		2.0
B_PlusPF.tsv	superkingdom	False negatives		0.0
B_PlusPF.tsv	superkingdom	False positives		2.0
B_PlusPF.tsv	superkingdom	Completeness		1.0
B_PlusPF.tsv	superkingdom	Purity		0.5
B_PlusPF.tsv	superkingdom	F1 score		0.6666666666666666
B_PlusPF.tsv	superkingdom	Jaccard index		0.5
B_PlusPF.tsv	phylum	True positives		6.0
B_PlusPF.tsv	phylum	False negatives		0.0
B_PlusPF.tsv	phylum	False positives		19.0
B_PlusPF.tsv	phylum	Completeness		1.0
B_PlusPF.tsv	phylum	Purity		0.24
B_PlusPF.tsv	phylum	F1 score		0.3870967741935484
B_PlusPF.tsv	phylum	Jaccard index		0.24
B_PlusPF.tsv	class	True positives		12.0
B_PlusPF.tsv	class	False negatives		0.0
B_PlusPF.tsv	class	False positives		39.0
B_PlusPF.tsv	class	Completeness		1.0
B_PlusPF.tsv	class	Purity		0.23529411764705882
B_PlusPF.tsv	class	F1 score		0.38095238095238093
B_PlusPF.tsv	class	Jaccard index		0.23529411764705882
B_PlusPF.tsv	order	True positives		13.0
B_PlusPF.tsv	order	False negatives		1.0
B_PlusPF.tsv	order	False positives		104.0
B_PlusPF.tsv	order	Completeness		0.9285714285714286
B_PlusPF.tsv	order	Purity		0.1111111111111111
B_PlusPF.tsv	order	F1 score		0.19847328244274806
B_PlusPF.tsv	order	Jaccard index		0.11016949152542373
B_PlusPF.tsv	family	True positives		13.0
B_PlusPF.tsv	family	False negatives		3.0
B_PlusPF.tsv	family	False positives		234.0
B_PlusPF.tsv	family	Completeness		0.8125
B_PlusPF.tsv	family	Purity		0.05263157894736842
B_PlusPF.tsv	family	F1 score		0.09885931558935361
B_PlusPF.tsv	family	Jaccard index		0.052
B_PlusPF.tsv	genus	True positives		12.0
B_PlusPF.tsv	genus	False negatives		10.0
B_PlusPF.tsv	genus	False positives		606.0
B_PlusPF.tsv	genus	Completeness		0.5454545454545454
B_PlusPF.tsv	genus	Purity		0.019417475728155338
B_PlusPF.tsv	genus	F1 score		0.0375
B_PlusPF.tsv	genus	Jaccard index		0.01910828025477707
B_PlusPF.tsv	species	True positives		4.0
B_PlusPF.tsv	species	False negatives		19.0
B_PlusPF.tsv	species	False positives		1456.0
B_PlusPF.tsv	species	Completeness		0.17391304347826086
B_PlusPF.tsv	species	Purity		0.0027397260273972603
B_PlusPF.tsv	species	F1 score		0.005394470667565745
B_PlusPF.tsv	species	Jaccard index		0.002704530087897228
B_PlusPF.tsv	strain	True positives		0.0
B_PlusPF.tsv	strain	False negatives		60.0
B_PlusPF.tsv	strain	False positives		0.0
B_PlusPF.tsv	strain	Completeness		0.0
B_PlusPF.tsv	strain	Purity		0.0
B_PlusPF.tsv	strain	Jaccard index		0.0
B_PlusPF.tsv	superkingdom	L1 norm error		0.36330516637033744
B_PlusPF.tsv	phylum	L1 norm error		0.939385876280003
B_PlusPF.tsv	class	L1 norm error		1.1137479031514976
B_PlusPF.tsv	order	L1 norm error		1.3925050895852962
B_PlusPF.tsv	family	L1 norm error		1.384510613696998
B_PlusPF.tsv	genus	L1 norm error		1.7235746645004624
B_PlusPF.tsv	species	L1 norm error		1.9444123327015443
B_PlusPF.tsv	na	Weighted UniFrac error		0.10046616858469756
B_PlusPF.tsv	na	Unweighted UniFrac error		18.12775393214492
B_PlusPF.tsv	na	Weighted UniFrac (CAMI)		11.084970109358212
B_PlusPF.tsv	na	Unweighted UniFrac (CAMI)		12804.109936456845
B_PlusPF.tsv	superkingdom	Sum of abundances		1.0
B_PlusPF.tsv	phylum	Sum of abundances		1.0000000000000002
B_PlusPF.tsv	class	Sum of abundances		0.9999999999999991
B_PlusPF.tsv	order	Sum of abundances		0.9999999999999986
B_PlusPF.tsv	family	Sum of abundances		1.000000000000002
B_PlusPF.tsv	genus	Sum of abundances		0.9999999999999768
B_PlusPF.tsv	species	Sum of abundances		1.0000000000000016
B_PlusPF.tsv	superkingdom	Taxon counts		4.0
B_PlusPF.tsv	phylum	Taxon counts		25.0
B_PlusPF.tsv	class	Taxon counts		51.0
B_PlusPF.tsv	order	Taxon counts		117.0
B_PlusPF.tsv	family	Taxon counts		247.0
B_PlusPF.tsv	genus	Taxon counts		618.0
B_PlusPF.tsv	species	Taxon counts		1460.0
K_C8.tsv	superkingdom	Bray-Curtis distance		0.18175257318616864
K_C8.tsv	phylum	Bray-Curtis distance		0.5641390301899538
K_C8.tsv	class	Bray-Curtis distance		0.6117383946331315
K_C8.tsv	order	Bray-Curtis distance		0.709808768485008
K_C8.tsv	family	Bray-Curtis distance		0.7663306576709575
K_C8.tsv	genus	Bray-Curtis distance		0.8797821265064187
K_C8.tsv	species	Bray-Curtis distance		0.9722061663507766
K_C8.tsv	strain	Bray-Curtis distance		1.0
K_C8.tsv	superkingdom	Shannon diversity		0.008487978620041255
K_C8.tsv	superkingdom	Shannon equitability		0.007726091094731481
K_C8.tsv	phylum	Shannon diversity		0.8717886559394735
K_C8.tsv	phylum	Shannon equitability		0.4480107451840484
K_C8.tsv	class	Shannon diversity		1.641648700148606
K_C8.tsv	class	Shannon equitability		0.6220587486774825
K_C8.tsv	order	Shannon diversity		1.8868116796529795
K_C8.tsv	order	Shannon equitability		0.5265248243576678
K_C8.tsv	family	Shannon diversity		1.8537930790274337
K_C8.tsv	family	Shannon equitability		0.45851337423685984
K_C8.tsv	genus	Shannon diversity		2.014683829816067
K_C8.tsv	genus	Shannon equitability		0.462432517287805
K_C8.tsv	species	Shannon diversity		2.2938767741609993
K_C8.tsv	species	Shannon equitability		0.5515607744154077
K_C8.tsv	strain	Shannon diversity		1.349792396172401
K_C8.tsv	strain	Shannon equitability		0.753333479941888
K_C8.tsv	superkingdom	True positives		1.0
K_C8.tsv	superkingdom	False negatives		1.0
K_C8.tsv	superkingdom	False positives		2.0
K_C8.tsv	superkingdom	Completeness		0.5
K_C8.tsv	superkingdom	Purity		0.3333333333333333
K_C8.tsv	superkingdom	F1 score		0.4
K_C8.tsv	superkingdom	Jaccard index		0.25
K_C8.tsv	phylum	True positives		4.0
K_C8.tsv	phylum	False negatives		2.0
K_C8.tsv	phylum	False positives		3.0
K_C8.tsv	phylum	Completeness		0.6666666666666666
K_C8.tsv	phylum	Purity		0.5714285714285714
K_C8.tsv	phylum	F1 score		0.6153846153846153
K_C8.tsv	phylum	Jaccard index		0.4444444444444444
K_C8.tsv	class	True positives		9.0
K_C8.tsv	class	False negatives		3.0
K_C8.tsv	class	False positives		5.0
K_C8.tsv	class	Completeness		0.75
K_C8.tsv	class	Purity		0.6428571428571429
K_C8.tsv	class	F1 score		0.6923076923076924
K_C8.tsv	class	Jaccard index		0.5294117647058824
K_C8.tsv	order	True positives		12.0
K_C8.tsv	order	False negatives		2.0
K_C8.tsv	order	False positives		24.0
K_C8.tsv	order	Completeness		0.8571428571428571
K_C8.tsv	order	Purity		0.3333333333333333
K_C8.tsv	order	F1 score		0.48
K_C8.tsv	order	Jaccard index		0.3157894736842105
K_C8.tsv	family	True positives		11.0
K_C8.tsv	family	False negatives		5.0
K_C8.tsv	family	False positives		46.0
K_C8.tsv	family	Completeness		0.6875
K_C8.tsv	family	Purity		0.19298245614035087
K_C8.tsv	family	F1 score		0.30136986301369867
K_C8.tsv	family	Jaccard index		0.1774193548387097
K_C8.tsv	genus	True positives		9.0
K_C8.tsv	genus	False negatives		13.0
K_C8.tsv	genus	False positives		69.0
K_C8.tsv	genus	Completeness		0.4090909090909091
K_C8.tsv	genus	Purity		0.11538461538461539
K_C8.tsv	genus	F1 score		0.18000000000000002
K_C8.tsv	genus	Jaccard index		0.0989010989010989
K_C8.tsv	species	True positives		4.0
K_C8.tsv	species	False negatives		19.0
K_C8.tsv	species	False positives		60.0
K_C8.tsv	species	Completeness		0.17391304347826086
K_C8.tsv	species	Purity		0.0625
K_C8.tsv	species	F1 score		0.09195402298850575
K_C8.tsv	species	Jaccard index		0.04819277108433735
K_C8.tsv	strain	True positives		0.0
K_C8.tsv	strain	False negatives		60.0
K_C8.tsv	strain	False positives		6.0
K_C8.tsv	strain	Completeness		0.0
K_C8.tsv	strain	Purity		0.0
K_C8.tsv	strain	Jaccard index		0.0
K_C8.tsv	superkingdom	L1 norm error		0.3635051463723372
K_C8.tsv	phylum	L1 norm error		1.1282780603799076
K_C8.tsv	class	L1 norm error		1.2234767892662626
K_C8.tsv	order	L1 norm error		1.4196175369700144
K_C8.tsv	family	L1 norm error		1.5326613153419137
K_C8.tsv	genus	L1 norm error		1.7595642530128357
K_C8.tsv	species	L1 norm error		1.944412332701557
K_C8.tsv	strain	L1 norm error		2.0000000000000004
K_C8.tsv	na	Weighted UniFrac error		0.11188615795904994
K_C8.tsv	na	Unweighted UniFrac error		1.381662721763654
K_C8.tsv	na	Weighted UniFrac (CAMI)		12.463532368922905
K_C8.tsv	na	Unweighted UniFrac (CAMI)		1269.3943180414485
K_C8.tsv	superkingdom	Sum of abundances		0.9999999999999999
K_C8.tsv	phylum	Sum of abundances		1.0
K_C8.tsv	class	Sum of abundances		0.9999999999999996
K_C8.tsv	order	Sum of abundances		0.9999999999999989
K_C8.tsv	family	Sum of abundances		0.9999999999999991
K_C8.tsv	genus	Sum of abundances		0.9999999999999971
K_C8.tsv	species	Sum of abundances		1.000000000000003
K_C8.tsv	strain	Sum of abundances		1.0
K_C8.tsv	superkingdom	Taxon counts		3.0
K_C8.tsv	phylum	Taxon counts		7.0
K_C8.tsv	class	Taxon counts		14.0
K_C8.tsv	order	Taxon counts		36.0
K_C8.tsv	family	Taxon counts		57.0
K_C8.tsv	genus	Taxon counts		78.0
K_C8.tsv	species	Taxon counts		64.0
K_C8.tsv	strain	Taxon counts		6.0
K_C16.tsv	superkingdom	Bray-Curtis distance		0.1817525731861687
K_C16.tsv	phylum	Bray-Curtis distance		0.5050862820259373
K_C16.tsv	class	Bray-Curtis distance		0.5800891655747967
K_C16.tsv	order	Bray-Curtis distance		0.7033653759468923
K_C16.tsv	family	Bray-Curtis distance		0.7515365950754547
K_C16.tsv	genus	Bray-Curtis distance		0.8759521184879289
K_C16.tsv	species	Bray-Curtis distance		0.9722061663507766
K_C16.tsv	strain	Bray-Curtis distance		1.0
K_C16.tsv	superkingdom	Shannon diversity		0.009023257382917633
K_C16.tsv	superkingdom	Shannon equitability		0.008213322821881846
K_C16.tsv	phylum	Shannon diversity		1.0423043412922528
K_C16.tsv	phylum	Shannon equitability		0.3949532772917092
K_C16.tsv	class	Shannon diversity		1.800659247175158
K_C16.tsv	class	Shannon equitability		0.5825410923162186
K_C16.tsv	order	Shannon diversity		2.1284309013121594
K_C16.tsv	order	Shannon equitability		0.5386736564243896
K_C16.tsv	family	Shannon diversity		2.2395225550472206
K_C16.tsv	family	Shannon equitability		0.4964735771113636
K_C16.tsv	genus	Shannon diversity		2.478550082522045
K_C16.tsv	genus	Shannon equitability		0.4927105992068335
K_C16.tsv	species	Shannon diversity		2.6371932306584362
K_C16.tsv	species	Shannon equitability		0.5578542171259312
K_C16.tsv	strain	Shannon diversity		1.610012437185724
K_C16.tsv	strain	Shannon equitability		0.827382722664426
K_C16.tsv	superkingdom	True positives		1.0
K_C16.tsv	superkingdom	False negatives		1.0
K_C16.tsv	superkingdom	False positives		2.0
K_C16.tsv	superkingdom	Completeness		0.5
K_C16.tsv	superkingdom	Purity		0.3333333333333333
K_C16.tsv	superkingdom	F1 score		0.4
K_C16.tsv	superkingdom	Jaccard index		0.25
K_C16.tsv	phylum	True positives		6.0
K_C16.tsv	phylum	False negatives		0.0
K_C16.tsv	phylum	False positives		8.0
K_C16.tsv	phylum	Completeness		1.0
K_C16.tsv	phylum	Purity		0.42857142857142855
K_C16.tsv	phylum	F1 score		0.6
